"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","60","","test_summary","","test_summary","test_summary_percentage_valid[0.1]","test_summary_percentage_valid[0.1]",""
"skipped","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","1","","test_summary","","test_summary","test_summary_percentage_not_valid[-1]","test_summary_percentage_not_valid[-1]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","26","","test_valid_rule","","test_valid_rule","test_content_is_null[datalist2]","test_content_is_null[datalist2]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","57","","test_summary","","test_summary","test_summary_percentage_default","test_summary_percentage_default",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","4","","test_valid_rule","","test_valid_rule","test_custom_data_must_has_missionList","test_custom_data_must_has_missionList",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","62","","test_summary","","test_summary","test_summary_percentage_valid[0.5]","test_summary_percentage_valid[0.5]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","58","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u4e2d\u56fd\u79d1\u7814\u56e2\u961f\u53d1\u5e03\u4e24\u6b3e\u67d4\u6027\u82af\u7247\uff1a\u539a\u5ea6\u5c0f\u4e8e25\u5fae\u7c73-\u79d1\u6280-\u79d1\u6280]","test_mlableclassifier_title_not_null[\u4e2d\u56fd\u79d1\u7814\u56e2\u961f\u53d1\u5e03\u4e24\u6b3e\u67d4\u6027\u82af\u7247\uff1a\u539a\u5ea6\u5c0f\u4e8e25\u5fae\u7c73-\u79d1\u6280-\u79d1\u6280]",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","5","","test_splitsentence","","test_splitsentence","test_splitsentence_multi_article_miss_some_field[datalist2]","test_splitsentence_multi_article_miss_some_field[datalist2]",""
"passed","Thu Jul 18 16:55:13 CST 2019","Thu Jul 18 16:55:13 CST 2019","57","","test_keyword","","test_keyword","test_keyword_multi_short_content[\u5fae\u535a1]","test_keyword_multi_short_content[\u5fae\u535a1]",""
"passed","Thu Jul 18 16:55:13 CST 2019","Thu Jul 18 16:55:13 CST 2019","59","","test_keyword","","test_keyword","test_keyword_multi_short_content[\u8c46\u74e32]","test_keyword_multi_short_content[\u8c46\u74e32]",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","57","","test_splitsentence","","test_splitsentence","test_splitsentence_title_is_null[\u8c46\u74e32]","test_splitsentence_title_is_null[\u8c46\u74e32]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","4","","test_valid_rule","","test_valid_rule","test_custom_parametersList_must_be_a_list","test_custom_parametersList_must_be_a_list",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","4","","test_splitsentence","","test_splitsentence","test_splitsentence_multi_article_miss_some_field[datalist1]","test_splitsentence_multi_article_miss_some_field[datalist1]",""
"skipped","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","0","","test_summary","","test_summary","test_summary_percentage_not_valid[]","test_summary_percentage_not_valid[]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","4","","test_valid_rule","","test_valid_rule","test_custom_parametersList_must_have_the_same_length_as_missionList","test_custom_parametersList_must_have_the_same_length_as_missionList",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","28","","test_valid_rule","","test_valid_rule","test_article_data_must_be_a_list","test_article_data_must_be_a_list",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","57","","test_sentiment","","test_sentiment","test_sentiment_domain_comment[\u8c46\u74e32]","test_sentiment_domain_comment[\u8c46\u74e32]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","61","","test_summary","","test_summary","test_summary_charlimit__valid[3000]","test_summary_charlimit__valid[3000]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","25","","test_valid_rule","","test_valid_rule","test_content_is_not_a_string[datalist0]","test_content_is_not_a_string[datalist0]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","5","","test_splitword","","test_splitword","test_splitword_multi_article_miss_some_field[datalist0]","test_splitword_multi_article_miss_some_field[datalist0]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","5","","test_summary","","test_summary","test_summary_multi_article_miss_some_field[datalist1]","test_summary_multi_article_miss_some_field[datalist1]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","59","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u5947\u666e\u83f2\u5c14\u5fb7\u7684\u65b0\u4f5c\uff1a\u67cf\u6797\u535a\u7269\u9986\u5c9b\u7684\u201c\u6587\u5316\u536b\u57ce\u201d-\u6587\u5316-\u6587\u5316]","test_mlableclassifier_title_not_null[\u5947\u666e\u83f2\u5c14\u5fb7\u7684\u65b0\u4f5c\uff1a\u67cf\u6797\u535a\u7269\u9986\u5c9b\u7684\u201c\u6587\u5316\u536b\u57ce\u201d-\u6587\u5316-\u6587\u5316]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","25","","test_valid_rule","","test_valid_rule","test_content_is_not_a_string[datalist2]","test_content_is_not_a_string[datalist2]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","5","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_multi_article_miss_some_field[datalist1]","test_mlableclassifier_multi_article_miss_some_field[datalist1]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","62","","test_summary","","test_summary","test_summary_multi_article","test_summary_multi_article",""
"passed","Thu Jul 18 16:55:13 CST 2019","Thu Jul 18 16:55:13 CST 2019","50","","test_keyword","","test_keyword","test_keyword_multi_short_content[\u8c46\u74e31]","test_keyword_multi_short_content[\u8c46\u74e31]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","4","","test_sentiment","","test_sentiment","test_summary_multi_article_miss_some_field[datalist2]","test_summary_multi_article_miss_some_field[datalist2]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","4","","test_valid_rule","","test_valid_rule","test_custom_missionList_must_be_larger_than_1","test_custom_missionList_must_be_larger_than_1",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","5","","test_summary","","test_summary","test_summary_multi_article_miss_some_field[datalist0]","test_summary_multi_article_miss_some_field[datalist0]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","4","","test_postag","","test_postag","test_postag_multi_article_miss_some_field[datalist1]","test_postag_multi_article_miss_some_field[datalist1]",""
"passed","Thu Jul 18 16:55:13 CST 2019","Thu Jul 18 16:55:13 CST 2019","508","","test_keyword","","test_keyword","test_keyword_multi_article","test_keyword_multi_article",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","4","","test_splitsentence","","test_splitsentence","test_splitsentence_multi_article_miss_some_field[datalist0]","test_splitsentence_multi_article_miss_some_field[datalist0]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","5","","test_valid_rule","","test_valid_rule","test_custom_valid_data_content_is_null","test_custom_valid_data_content_is_null",""
